"Type","Sao","Cung","Chi","Text"
"Chính tinh","Phá Quân","Phụ Mẫu","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Phụ Mẫu","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Phụ Mẫu","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Phụ Mẫu","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Phúc Đức","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Phúc Đức","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Phúc Đức","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Phúc Đức","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Phúc Đức","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Phúc Đức","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Phúc Đức","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Phúc Đức","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Phúc Đức","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Phúc Đức","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Phúc Đức","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Phúc Đức","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Điền Trạch","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Điền Trạch","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Điền Trạch","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Điền Trạch","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Điền Trạch","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Điền Trạch","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Điền Trạch","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Điền Trạch","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Điền Trạch","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Điền Trạch","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Điền Trạch","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Điền Trạch","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Quan Lộc","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Quan Lộc","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Quan Lộc","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Quan Lộc","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Quan Lộc","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Quan Lộc","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Quan Lộc","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Quan Lộc","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Quan Lộc","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Quan Lộc","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Quan Lộc","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Quan Lộc","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Nô Bộc","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Nô Bộc","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Nô Bộc","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Nô Bộc","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Nô Bộc","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Nô Bộc","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Nô Bộc","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Nô Bộc","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Nô Bộc","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Nô Bộc","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Nô Bộc","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Nô Bộc","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Thiên Di","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Thiên Di","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Thiên Di","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Thiên Di","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Thiên Di","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Thiên Di","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Thiên Di","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Thiên Di","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Thiên Di","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Thiên Di","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Thiên Di","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Thiên Di","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Tật Ách","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Tật Ách","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Tật Ách","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Tật Ách","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Tật Ách","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Tật Ách","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Tật Ách","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Tật Ách","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Tật Ách","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Tật Ách","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Tật Ách","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Tật Ách","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Tài Bạch","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Tài Bạch","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Tài Bạch","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Tài Bạch","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Tài Bạch","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Tài Bạch","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Tài Bạch","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Tài Bạch","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Tài Bạch","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Tài Bạch","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Tài Bạch","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Tài Bạch","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Tử Tức","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Tử Tức","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Tử Tức","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Tử Tức","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Tử Tức","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Tử Tức","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Tử Tức","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Tử Tức","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Tử Tức","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Tử Tức","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Tử Tức","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Tử Tức","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Phu Thê","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Phu Thê","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Phu Thê","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Phu Thê","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Phu Thê","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Phu Thê","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Phu Thê","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Phu Thê","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Phu Thê","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Phu Thê","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Phu Thê","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Phu Thê","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Huynh Đệ","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Huynh Đệ","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Huynh Đệ","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Huynh Đệ","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Huynh Đệ","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Huynh Đệ","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Huynh Đệ","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Huynh Đệ","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Huynh Đệ","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Huynh Đệ","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Huynh Đệ","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Huynh Đệ","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Mệnh","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Phụ Mẫu","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Phúc Đức","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Điền Trạch","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Quan Lộc","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Tuất","Tử Vi và Thiên Cơ đồng cung tại Tuất"
"Chính tinh","Tử Vi + Thiên Cơ","Nô Bộc","Hợi","Tử Vi và Thiên Cơ đồng cung tại Hợi"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Tý","Tử Vi và Thiên Cơ đồng cung tại Tý"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Sửu","Tử Vi và Thiên Cơ đồng cung tại Sửu"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Dần","Tử Vi và Thiên Cơ đồng cung tại Dần"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Mão","Tử Vi và Thiên Cơ đồng cung tại Mão"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Thìn","Tử Vi và Thiên Cơ đồng cung tại Thìn"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Tỵ","Tử Vi và Thiên Cơ đồng cung tại Tỵ"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Ngọ","Tử Vi và Thiên Cơ đồng cung tại Ngọ"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Mùi","Tử Vi và Thiên Cơ đồng cung tại Mùi"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Thân","Tử Vi và Thiên Cơ đồng cung tại Thân"
"Chính tinh","Tử Vi + Thiên Cơ","Thiên Di","Dậu","Tử Vi và Thiên Cơ đồng cung tại Dậu"
